""	"gene_id"	"gene_name"
"13836"	"ENSMUSG00000033096"	"Apmap"
"13839"	"ENSMUSG00000027452"	"Acss1"
"13844"	"ENSMUSG00000033080"	"Vsx1"
"13845"	"ENSMUSG00000086563"	"Platr15"
"13846"	"ENSMUSG00000100630"	"Gm28450"
"13847"	"ENSMUSG00000097818"	"Gm26681"
"13848"	"ENSMUSG00000033068"	"Entpd6"
"13852"	"ENSMUSG00000033059"	"Pygb"
"13857"	"ENSMUSG00000032046"	"Abhd12"
"13864"	"ENSMUSG00000027454"	"Gins1"
"13868"	"ENSMUSG00000068115"	"Ninl"
"13877"	"ENSMUSG00000053916"	"Nanp"
"13879"	"ENSMUSG00000079006"	"Gm14151"
"13881"	"ENSMUSG00000079005"	"Gm14147"
"13883"	"ENSMUSG00000085805"	"Gm14145"
"13884"	"ENSMUSG00000067352"	"Gm14149"
"13886"	"ENSMUSG00000087337"	"Gm14144"
"13887"	"ENSMUSG00000087609"	"4930442J19Rik"
"13889"	"ENSMUSG00000087495"	"Gm14152"
"13892"	"ENSMUSG00000086659"	"Gm14146"
"13893"	"ENSMUSG00000061525"	"4921509C19Rik"
"13894"	"ENSMUSG00000027455"	"Nsfl1c"
"13904"	"ENSMUSG00000087433"	"Gm14167"
"13905"	"ENSMUSG00000032966"	"Fkbp1a"
"13915"	"ENSMUSG00000027456"	"Sdcbp2"
"13916"	"ENSMUSG00000027457"	"Snph"
"13927"	"ENSMUSG00000074704"	"Rad21l"
"13929"	"ENSMUSG00000087035"	"Tmem74bos"
"13931"	"ENSMUSG00000044364"	"Tmem74b"
"13933"	"ENSMUSG00000032869"	"Psmf1"
"13939"	"ENSMUSG00000086800"	"4930556L07Rik"
"13940"	"ENSMUSG00000087033"	"Gm14155"
"13941"	"ENSMUSG00000032852"	"Rspo4"
"13942"	"ENSMUSG00000086620"	"Rspo4os"
"13943"	"ENSMUSG00000027460"	"Angpt4"
"13944"	"ENSMUSG00000087004"	"Gm14154"
"13945"	"ENSMUSG00000027459"	"Fam110a"
"13949"	"ENSMUSG00000027463"	"Slc52a3"
"13953"	"ENSMUSG00000085946"	"AA387200"
"13954"	"ENSMUSG00000060257"	"Scrt2"
"13955"	"ENSMUSG00000032802"	"Srxn1"
"13958"	"ENSMUSG00000068079"	"Tcf15"
"13959"	"ENSMUSG00000074698"	"Csnk2a1"
"13964"	"ENSMUSG00000027465"	"Tbc1d20"
"13969"	"ENSMUSG00000027466"	"Rbck1"
"13977"	"ENSMUSG00000032715"	"Trib3"
"13980"	"ENSMUSG00000059361"	"Nrsn2"
"13981"	"ENSMUSG00000051817"	"Sox12"
"13983"	"ENSMUSG00000074682"	"Zcchc3"
"13984"	"ENSMUSG00000032680"	"6820408C15Rik"
"13987"	"ENSMUSG00000074681"	"Defb23"
"13988"	"ENSMUSG00000049560"	"Defb20"
"13989"	"ENSMUSG00000027468"	"Defb22"
"13990"	"ENSMUSG00000074680"	"Defb26"
"13991"	"ENSMUSG00000074679"	"Defb28"
"13992"	"ENSMUSG00000044249"	"Defb29"
"13993"	"ENSMUSG00000084935"	"Gm14161"
"13994"	"ENSMUSG00000090485"	"Gm17416"
"13995"	"ENSMUSG00000056544"	"Defb21"
"13996"	"ENSMUSG00000050645"	"Defb19"
"13997"	"ENSMUSG00000062124"	"Defb45"
"13999"	"ENSMUSG00000044863"	"Defb36"
"14000"	"ENSMUSG00000074678"	"Defb25"
"14001"	"ENSMUSG00000000359"	"Rem1"
"14004"	"ENSMUSG00000087148"	"1700030C14Rik"
"14005"	"ENSMUSG00000019188"	"H13"
"14011"	"ENSMUSG00000042814"	"Mcts2"
"14012"	"ENSMUSG00000097722"	"Gm26841"
"14013"	"ENSMUSG00000042745"	"Id1"
"14015"	"ENSMUSG00000009876"	"Cox4i2"
"14017"	"ENSMUSG00000007659"	"Bcl2l1"
"14026"	"ENSMUSG00000027469"	"Tpx2"
"14033"	"ENSMUSG00000027470"	"Mylk2"
"14034"	"ENSMUSG00000074676"	"Foxs1"
"14035"	"ENSMUSG00000042662"	"Dusp15"
"14039"	"ENSMUSG00000074673"	"Ttll9"
"14048"	"ENSMUSG00000089898"	"Gm14199"
"14049"	"ENSMUSG00000027472"	"Pdrg1"
"14057"	"ENSMUSG00000042631"	"Xkr7"
"14058"	"ENSMUSG00000027474"	"Ccm2l"
"14062"	"ENSMUSG00000003283"	"Hck"
"14066"	"ENSMUSG00000068040"	"Tm9sf4"
"14076"	"ENSMUSG00000074671"	"Tspyl3"
"14077"	"ENSMUSG00000051413"	"Plagl2"
"14079"	"ENSMUSG00000046020"	"Pofut1"
"14087"	"ENSMUSG00000027475"	"Kif3b"
"14088"	"ENSMUSG00000042548"	"Asxl1"
"14093"	"ENSMUSG00000061411"	"Nol4l"
"14099"	"ENSMUSG00000079001"	"4930404H24Rik"
"14100"	"ENSMUSG00000056941"	"Commd7"
"14103"	"ENSMUSG00000079000"	"Dnmt3bos"
"14104"	"ENSMUSG00000027478"	"Dnmt3b"
"14116"	"ENSMUSG00000082079"	"Dnmt3c"
"14117"	"ENSMUSG00000027479"	"Mapre1"
"14120"	"ENSMUSG00000044083"	"Efcab8"
"14124"	"ENSMUSG00000027480"	"Sun5"
"14127"	"ENSMUSG00000027481"	"Bpifb2"
"14129"	"ENSMUSG00000068009"	"Bpifb6"
"14131"	"ENSMUSG00000068008"	"Bpifb3"
"14133"	"ENSMUSG00000074665"	"Bpifb4"
"14138"	"ENSMUSG00000078998"	"Bpifa6"
"14139"	"ENSMUSG00000042459"	"Bpifa2"
"14143"	"ENSMUSG00000027482"	"Bpifa3"
"14146"	"ENSMUSG00000027483"	"Bpifa1"
"14149"	"ENSMUSG00000027484"	"Bpifa5"
"14150"	"ENSMUSG00000027485"	"Bpifb1"
"14153"	"ENSMUSG00000038572"	"Bpifb5"
"14154"	"ENSMUSG00000067998"	"Bpifb9a"
"14157"	"ENSMUSG00000067996"	"Bpifb9b"
"14158"	"ENSMUSG00000027487"	"Cdk5rap1"
"14165"	"ENSMUSG00000027488"	"Snta1"
"14168"	"ENSMUSG00000038533"	"Cbfa2t2"
"14177"	"ENSMUSG00000027489"	"Necab3"
"14184"	"ENSMUSG00000038523"	"1700003F12Rik"
"14187"	"ENSMUSG00000078129"	"Actl10"
"14189"	"ENSMUSG00000027490"	"E2f1"
"14191"	"ENSMUSG00000000876"	"Pxmp4"
"14193"	"ENSMUSG00000097602"	"4930519P11Rik"
"14194"	"ENSMUSG00000059842"	"Zfp341"
"14197"	"ENSMUSG00000085483"	"Gm14198"
"14198"	"ENSMUSG00000038467"	"Chmp4b"
"14201"	"ENSMUSG00000085691"	"Gm14216"
"14203"	"ENSMUSG00000098640"	"Gm14214"
"14205"	"ENSMUSG00000027593"	"Raly"
"14215"	"ENSMUSG00000027596"	"a"
"14221"	"ENSMUSG00000074656"	"Eif2s2"
"14226"	"ENSMUSG00000084897"	"Gm14226"
"14227"	"ENSMUSG00000027597"	"Ahcy"
"14230"	"ENSMUSG00000109877"	"Gm45609"
"14238"	"ENSMUSG00000087254"	"2310005A03Rik"
"14239"	"ENSMUSG00000027598"	"Itch"
"14246"	"ENSMUSG00000047459"	"Dynlrb1"
"14250"	"ENSMUSG00000027602"	"Map1lc3a"
"14253"	"ENSMUSG00000038383"	"Pigu"
"14258"	"ENSMUSG00000038375"	"Trp53inp2"
"14263"	"ENSMUSG00000038369"	"Ncoa6"
"14271"	"ENSMUSG00000027603"	"Ggt7"
"14276"	"ENSMUSG00000027605"	"Acss2"
"14286"	"ENSMUSG00000086529"	"Acss2os"
"14287"	"ENSMUSG00000027610"	"Gss"
"14296"	"ENSMUSG00000085317"	"Gssos2"
"14298"	"ENSMUSG00000085010"	"Gssos1"
"14299"	"ENSMUSG00000087616"	"Gm14257"
"14300"	"ENSMUSG00000074652"	"Myh7b"
"14303"	"ENSMUSG00000038324"	"Trpc4ap"
"14313"	"ENSMUSG00000038312"	"Edem2"
"14317"	"ENSMUSG00000092123"	"Gm17581"
"14318"	"ENSMUSG00000027611"	"Procr"
"14322"	"ENSMUSG00000027612"	"Mmp24"
"14324"	"ENSMUSG00000074649"	"BC029722"
"14325"	"ENSMUSG00000027613"	"Eif6"
"14332"	"ENSMUSG00000086754"	"Gm16098"
"14333"	"ENSMUSG00000074647"	"Fam83c"
"14334"	"ENSMUSG00000005882"	"Uqcc1"
"14353"	"ENSMUSG00000078972"	"Gm15557"
"14354"	"ENSMUSG00000038259"	"Gdf5"
"14355"	"ENSMUSG00000038241"	"Cep250"
"14365"	"ENSMUSG00000074646"	"6430550D23Rik"
"14374"	"ENSMUSG00000005881"	"Ergic3"
"14384"	"ENSMUSG00000013338"	"Fer1l4"
"14390"	"ENSMUSG00000038180"	"Spag4"
"14398"	"ENSMUSG00000074643"	"Cpne1"
"14416"	"ENSMUSG00000098950"	"Gm28036"
"14424"	"ENSMUSG00000089824"	"Rbm12"
"14429"	"ENSMUSG00000027618"	"Nfs1"
"14433"	"ENSMUSG00000067847"	"Romo1"
"14437"	"ENSMUSG00000027620"	"Rbm39"
"14462"	"ENSMUSG00000038116"	"Phf20"
"14473"	"ENSMUSG00000046229"	"Scand1"
"14474"	"ENSMUSG00000038085"	"Cnbd2"
"14480"	"ENSMUSG00000085546"	"Gm14252"
"14481"	"ENSMUSG00000087323"	"Gm14170"
"14482"	"ENSMUSG00000102869"	"2900097C17Rik"
"14484"	"ENSMUSG00000027624"	"Epb41l1"
"14493"	"ENSMUSG00000086872"	"Gm14225"
"14494"	"ENSMUSG00000085524"	"Gm14224"
"14495"	"ENSMUSG00000027628"	"Aar2"
"14500"	"ENSMUSG00000055494"	"Gm14168"
"14501"	"ENSMUSG00000061689"	"Dlgap4"
"14515"	"ENSMUSG00000087508"	"Gm14174"
"14516"	"ENSMUSG00000067818"	"Myl9"
"14520"	"ENSMUSG00000087179"	"Gm14230"
"14523"	"ENSMUSG00000062175"	"Tgif2"
"14528"	"ENSMUSG00000074629"	"4930518I15Rik"
"14529"	"ENSMUSG00000027637"	"1110008F13Rik"
"14533"	"ENSMUSG00000027636"	"Sla2"
"14535"	"ENSMUSG00000027634"	"Ndrg3"
"14545"	"ENSMUSG00000027635"	"Dsn1"
"14551"	"ENSMUSG00000055485"	"Soga1"
"14554"	"ENSMUSG00000074628"	"Tldc2"
"14556"	"ENSMUSG00000027639"	"Samhd1"
"14566"	"ENSMUSG00000027641"	"Rbl1"
"14570"	"ENSMUSG00000074627"	"Mroh8"
"14575"	"ENSMUSG00000027642"	"Rpn2"
"14586"	"ENSMUSG00000027643"	"Ghrh"
"14589"	"ENSMUSG00000063019"	"Manbal"
"14590"	"ENSMUSG00000027646"	"Src"
"14598"	"ENSMUSG00000087445"	"Gm14286"
"14599"	"ENSMUSG00000067787"	"Blcap"
"14605"	"ENSMUSG00000067786"	"Nnat"
"14615"	"ENSMUSG00000087547"	"Platr27"
"14616"	"ENSMUSG00000027649"	"Ctnnbl1"
"14620"	"ENSMUSG00000037843"	"Vstm2l"
"14621"	"ENSMUSG00000027650"	"Tti1"
"14625"	"ENSMUSG00000027651"	"Rprd1b"
"14633"	"ENSMUSG00000100860"	"2010009K17Rik"
"14634"	"ENSMUSG00000037820"	"Tgm2"
"14638"	"ENSMUSG00000037813"	"D630003M21Rik"
"14641"	"ENSMUSG00000078957"	"1700060C20Rik"
"14642"	"ENSMUSG00000052922"	"Bpi"
"14645"	"ENSMUSG00000016024"	"Lbp"
"14650"	"ENSMUSG00000100992"	"Gm23925"
"14651"	"ENSMUSG00000044349"	"Snhg11"
"14656"	"ENSMUSG00000027652"	"Ralgapb"
"14666"	"ENSMUSG00000044405"	"Adig"
"14669"	"ENSMUSG00000074625"	"Arhgap40"
"14672"	"ENSMUSG00000037771"	"Slc32a1"
"14673"	"ENSMUSG00000087563"	"Gm14205"
"14674"	"ENSMUSG00000037761"	"Actr5"
"14679"	"ENSMUSG00000037754"	"Ppp1r16b"
"14684"	"ENSMUSG00000027654"	"Fam83d"
"14686"	"ENSMUSG00000027655"	"Dhx35"
"14695"	"ENSMUSG00000086558"	"Gm14223"
"14696"	"ENSMUSG00000086653"	"9130015L21Rik"
"14697"	"ENSMUSG00000074623"	"Gm826"
"14700"	"ENSMUSG00000074622"	"Mafb"
"14701"	"ENSMUSG00000078956"	"Gm14221"
"14703"	"ENSMUSG00000070544"	"Top1"
"14709"	"ENSMUSG00000016933"	"Plcg1"
"14721"	"ENSMUSG00000098889"	"Gm27206"
"14722"	"ENSMUSG00000035877"	"Zhx3"
"14728"	"ENSMUSG00000085303"	"Gm16751"
"14729"	"ENSMUSG00000027412"	"Lpin3"
"14734"	"ENSMUSG00000050700"	"Emilin3"
"14736"	"ENSMUSG00000087147"	"Gm14228"
"14737"	"ENSMUSG00000057133"	"Chd6"
"14748"	"ENSMUSG00000109780"	"Gm45447"
"14749"	"ENSMUSG00000067745"	"Gm14243"
"14750"	"ENSMUSG00000085469"	"Gm14242"
"14751"	"ENSMUSG00000087031"	"Gm14241"
"14752"	"ENSMUSG00000053141"	"Ptprt"
"14758"	"ENSMUSG00000084919"	"Ptprtos"
"14759"	"ENSMUSG00000087536"	"Gm14246"
"14760"	"ENSMUSG00000086030"	"Gm14255"
"14761"	"ENSMUSG00000016921"	"Srsf6"
"14765"	"ENSMUSG00000035576"	"L3mbtl1"
"14772"	"ENSMUSG00000017868"	"Sgk2"
"14775"	"ENSMUSG00000017858"	"Ift52"
"14779"	"ENSMUSG00000017861"	"Mybl2"
"14784"	"ENSMUSG00000070708"	"Gtsf1l"
"14785"	"ENSMUSG00000086152"	"Gm11454"
"14786"	"ENSMUSG00000086036"	"Gm14254"
"14787"	"ENSMUSG00000074607"	"Tox2"
"14792"	"ENSMUSG00000017817"	"Jph2"
"14794"	"ENSMUSG00000035399"	"Oser1"
"14801"	"ENSMUSG00000099632"	"2900093K20Rik"
"14802"	"ENSMUSG00000017943"	"Gdap1l1"
"14806"	"ENSMUSG00000048486"	"Fitm2"
"14807"	"ENSMUSG00000053353"	"2310001K24Rik"
"14809"	"ENSMUSG00000078949"	"R3hdml"
"14810"	"ENSMUSG00000046840"	"Hnf4aos"
"14813"	"ENSMUSG00000017950"	"Hnf4a"
"14818"	"ENSMUSG00000017679"	"Ttpal"
"14825"	"ENSMUSG00000017707"	"Serinc3"
"14827"	"ENSMUSG00000058812"	"0610039K10Rik"
"14829"	"ENSMUSG00000035268"	"Pkig"
"14838"	"ENSMUSG00000087129"	"Gm16316"
"14839"	"ENSMUSG00000017697"	"Ada"
"14841"	"ENSMUSG00000027656"	"Wisp2"
"14843"	"ENSMUSG00000035238"	"Kcnk15"
"14845"	"ENSMUSG00000035226"	"Rims4"
"14846"	"ENSMUSG00000018326"	"Ywhab"
"14848"	"ENSMUSG00000054582"	"Pabpc1l"
"14853"	"ENSMUSG00000018322"	"Tomm34"
"14856"	"ENSMUSG00000018209"	"Stk4"
"14861"	"ENSMUSG00000085538"	"Gm11455"
"14862"	"ENSMUSG00000040164"	"Kcns1"
"14863"	"ENSMUSG00000040154"	"Wfdc5"
"14865"	"ENSMUSG00000085649"	"A730032A03Rik"
"14867"	"ENSMUSG00000042845"	"Wfdc12"
"14868"	"ENSMUSG00000051769"	"Wfdc15a"
"14869"	"ENSMUSG00000018211"	"Wfdc15b"
"14872"	"ENSMUSG00000040132"	"Svs2"
"14874"	"ENSMUSG00000050383"	"Svs3b"
"14875"	"ENSMUSG00000016998"	"Svs4"
"14876"	"ENSMUSG00000017003"	"Svs3a"
"14878"	"ENSMUSG00000017000"	"Svs6"
"14879"	"ENSMUSG00000017004"	"Svs5"
"14881"	"ENSMUSG00000017002"	"Slpi"
"14884"	"ENSMUSG00000016995"	"Matn4"
"14889"	"ENSMUSG00000017007"	"Rbpjl"
"14892"	"ENSMUSG00000017009"	"Sdc4"
"14894"	"ENSMUSG00000045503"	"Sys1"
"14901"	"ENSMUSG00000085760"	"Gm14302"
"14902"	"ENSMUSG00000090996"	"Gm20458"
"14903"	"ENSMUSG00000017720"	"Trp53tg5"
"14904"	"ENSMUSG00000017734"	"Dbndd2"
"14910"	"ENSMUSG00000017721"	"Pigt"
"14915"	"ENSMUSG00000086179"	"Gm14317"
"14916"	"ENSMUSG00000017723"	"Wfdc2"
"14921"	"ENSMUSG00000074596"	"Spint3"
"14922"	"ENSMUSG00000074595"	"Wfdc6a"
"14924"	"ENSMUSG00000017733"	"Eppin"
"14925"	"ENSMUSG00000070533"	"Wfdc8"
"14928"	"ENSMUSG00000070531"	"Wfdc6b"
"14929"	"ENSMUSG00000070530"	"Wfdc16"
"14930"	"ENSMUSG00000074594"	"Wfdc9"
"14932"	"ENSMUSG00000070529"	"Wfdc10"
"14933"	"ENSMUSG00000078940"	"Wfdc11"
"14935"	"ENSMUSG00000067704"	"Wfdc13"
"14936"	"ENSMUSG00000017310"	"Spint4"
"14937"	"ENSMUSG00000074593"	"Spint5"
"14939"	"ENSMUSG00000076434"	"Wfdc3"
"14942"	"ENSMUSG00000017299"	"Dnttip1"
"14946"	"ENSMUSG00000086453"	"Gm11457"
"14949"	"ENSMUSG00000001403"	"Ube2c"
"14951"	"ENSMUSG00000017300"	"Tnnc2"
"14953"	"ENSMUSG00000050373"	"Snx21"
"14960"	"ENSMUSG00000017307"	"Acot8"
"14965"	"ENSMUSG00000045822"	"Zswim3"
"14966"	"ENSMUSG00000017764"	"Zswim1"
"14968"	"ENSMUSG00000017767"	"Spata25"
"14970"	"ENSMUSG00000039873"	"Neurl2"
"14971"	"ENSMUSG00000017760"	"Ctsa"
"14987"	"ENSMUSG00000017754"	"Pltp"
"14994"	"ENSMUSG00000039849"	"Pcif1"
"14998"	"ENSMUSG00000039834"	"Zfp335"
"15001"	"ENSMUSG00000085436"	"Zfp335os"
"15003"	"ENSMUSG00000017737"	"Mmp9"
"15007"	"ENSMUSG00000017740"	"Slc12a5"
"15017"	"ENSMUSG00000039804"	"Ncoa5"
"15025"	"ENSMUSG00000017652"	"Cd40"
"15032"	"ENSMUSG00000078935"	"1700025C18Rik"
"15033"	"ENSMUSG00000053166"	"Cdh22"
"15035"	"ENSMUSG00000086630"	"Gm14397"
"15036"	"ENSMUSG00000017664"	"Slc35c2"
"15052"	"ENSMUSG00000017670"	"Elmo2"
"15064"	"ENSMUSG00000056824"	"Zfp663"
"15068"	"ENSMUSG00000017667"	"Zfp334"
"15069"	"ENSMUSG00000027670"	"Ocstamp"
"15070"	"ENSMUSG00000018459"	"Slc13a3"
"15075"	"ENSMUSG00000085358"	"Gm14437"
"15076"	"ENSMUSG00000039725"	"Trp53rka"
"15078"	"ENSMUSG00000027661"	"Slc2a10"
"15080"	"ENSMUSG00000017897"	"Eya2"
"15086"	"ENSMUSG00000100796"	"Gm28163"
"15087"	"ENSMUSG00000039671"	"Zmynd8"
"15108"	"ENSMUSG00000086820"	"Gm11465"
"15109"	"ENSMUSG00000084816"	"Platr29"
"15110"	"ENSMUSG00000087351"	"Gm11464"
"15111"	"ENSMUSG00000027678"	"Ncoa3"
"15116"	"ENSMUSG00000006800"	"Sulf2"
"15123"	"ENSMUSG00000085618"	"Gm11466"
"15124"	"ENSMUSG00000085046"	"Gm11467"
"15125"	"ENSMUSG00000084840"	"Gm11468"
"15126"	"ENSMUSG00000087617"	"Gm14268"
"15128"	"ENSMUSG00000085129"	"5031425F14Rik"
"15129"	"ENSMUSG00000039621"	"Prex1"
"15137"	"ENSMUSG00000042854"	"Trp53rkb"
"15140"	"ENSMUSG00000074582"	"Arfgef2"
"15142"	"ENSMUSG00000002718"	"Cse1l"
"15154"	"ENSMUSG00000090397"	"Gm17096"
"15155"	"ENSMUSG00000039536"	"Stau1"
"15166"	"ENSMUSG00000017999"	"Ddx27"
"15172"	"ENSMUSG00000039501"	"Znfx1"
"15177"	"ENSMUSG00000050556"	"Kcnb1"
"15181"	"ENSMUSG00000017969"	"Ptgis"
"15184"	"ENSMUSG00000086098"	"Gm14291"
"15185"	"ENSMUSG00000017929"	"B4galt5"
"15189"	"ENSMUSG00000039463"	"Slc9a8"
"15202"	"ENSMUSG00000047030"	"Spata2"
"15208"	"ENSMUSG00000006418"	"Rnf114"
"15211"	"ENSMUSG00000042821"	"Snai1"
"15212"	"ENSMUSG00000078923"	"Ube2v1"
"15219"	"ENSMUSG00000089739"	"Gm20431"
"15220"	"ENSMUSG00000090213"	"Tmem189"
"15224"	"ENSMUSG00000085914"	"Gm14320"
"15225"	"ENSMUSG00000056501"	"Cebpb"
"15226"	"ENSMUSG00000006462"	"A530013C23Rik"
"15228"	"ENSMUSG00000084797"	"Gm14321"
"15230"	"ENSMUSG00000087624"	"9230111E07Rik"
"15231"	"ENSMUSG00000087684"	"1200007C13Rik"
"15232"	"ENSMUSG00000085411"	"Gm14319"
"15233"	"ENSMUSG00000027540"	"Ptpn1"
"15240"	"ENSMUSG00000074577"	"Ripor3"
"15244"	"ENSMUSG00000086411"	"Gm14236"
"15245"	"ENSMUSG00000044641"	"Pard6b"
"15246"	"ENSMUSG00000085267"	"Gm14235"
"15247"	"ENSMUSG00000087648"	"E130018N17Rik"
"15248"	"ENSMUSG00000093752"	"Gm20716"
"15249"	"ENSMUSG00000051149"	"Adnp"
"15253"	"ENSMUSG00000078919"	"Dpm1"
"15263"	"ENSMUSG00000074576"	"Mocs3"
"15264"	"ENSMUSG00000074575"	"Kcng1"
"15267"	"ENSMUSG00000086783"	"Gm14262"
"15268"	"ENSMUSG00000027544"	"Nfatc2"
"15277"	"ENSMUSG00000027546"	"Atp9a"
"15288"	"ENSMUSG00000027547"	"Sall4"
"15295"	"ENSMUSG00000027551"	"Zfp64"
"15300"	"ENSMUSG00000086348"	"1700017J07Rik"
"15301"	"ENSMUSG00000086658"	"Gm14260"
"15302"	"ENSMUSG00000052368"	"Gm9873"
"15304"	"ENSMUSG00000086238"	"Gm14258"
"15305"	"ENSMUSG00000085369"	"9430093N23Rik"
"15306"	"ENSMUSG00000086840"	"Gm14250"
"15307"	"ENSMUSG00000085350"	"4930529I22Rik"
"15308"	"ENSMUSG00000087074"	"Gm14249"
"15309"	"ENSMUSG00000078912"	"Gm11011"
"15310"	"ENSMUSG00000047907"	"Tshz2"
"15315"	"ENSMUSG00000096972"	"Gm26883"
"15317"	"ENSMUSG00000097065"	"A630075F10Rik"
"15318"	"ENSMUSG00000052056"	"Zfp217"
"15323"	"ENSMUSG00000097514"	"Gm17619"
"15324"	"ENSMUSG00000013523"	"Bcas1"
"15333"	"ENSMUSG00000086999"	"Bcas1os2"
"15334"	"ENSMUSG00000086970"	"Bcas1os1"
"15335"	"ENSMUSG00000038567"	"Cyp24a1"
"15336"	"ENSMUSG00000052033"	"Pfdn4"
"15343"	"ENSMUSG00000085495"	"Gm16796"
"15344"	"ENSMUSG00000085225"	"Gm14637"
"15345"	"ENSMUSG00000043583"	"4930470P17Rik"
"15346"	"ENSMUSG00000085158"	"Gm14264"
"15347"	"ENSMUSG00000027560"	"Dok5"
"15348"	"ENSMUSG00000084829"	"Gm14266"
"15350"	"ENSMUSG00000084818"	"Gm14640"
"15351"	"ENSMUSG00000086613"	"1700007M16Rik"
"15352"	"ENSMUSG00000085426"	"Gm14272"
"15353"	"ENSMUSG00000087100"	"Gm14641"
"15354"	"ENSMUSG00000067578"	"Cbln4"
"15355"	"ENSMUSG00000087409"	"Gm14271"
"15356"	"ENSMUSG00000038537"	"Mc3r"
"15357"	"ENSMUSG00000085949"	"Gm14275"
"15358"	"ENSMUSG00000085905"	"Gm14273"
"15359"	"ENSMUSG00000027495"	"Fam210b"
"15360"	"ENSMUSG00000027496"	"Aurka"
"15365"	"ENSMUSG00000027498"	"Cstf1"
"15367"	"ENSMUSG00000074570"	"Cass4"
"15371"	"ENSMUSG00000087633"	"Gm14455"
"15372"	"ENSMUSG00000027502"	"Rtf2"
"15375"	"ENSMUSG00000074569"	"Gcnt7"
"15377"	"ENSMUSG00000027505"	"Fam209"
"15378"	"ENSMUSG00000028640"	"Tfap2c"
"15384"	"ENSMUSG00000008999"	"Bmp7"
"15386"	"ENSMUSG00000005883"	"Spo11"
"15391"	"ENSMUSG00000027509"	"Rae1"
"15396"	"ENSMUSG00000027510"	"Rbm38"
"15404"	"ENSMUSG00000087442"	"Gm14453"
"15405"	"ENSMUSG00000070495"	"Ctcfl"
"15407"	"ENSMUSG00000087382"	"Ctcflos"
"15411"	"ENSMUSG00000027513"	"Pck1"
"15415"	"ENSMUSG00000027514"	"Zbp1"
"15418"	"ENSMUSG00000038400"	"Pmepa1"
"15421"	"ENSMUSG00000087600"	"Pmepa1os"
"15422"	"ENSMUSG00000086114"	"Gm14642"
"15423"	"ENSMUSG00000027518"	"1700021F07Rik"
"15424"	"ENSMUSG00000027517"	"Ankrd60"
"15427"	"ENSMUSG00000027519"	"Rab22a"
"15430"	"ENSMUSG00000057047"	"1700010B08Rik"
"15431"	"ENSMUSG00000054455"	"Vapb"
"15433"	"ENSMUSG00000027522"	"Stx16"
"15439"	"ENSMUSG00000039263"	"Npepl1"
"15443"	"ENSMUSG00000074555"	"Gm10714"
"15445"	"ENSMUSG00000086537"	"Nespas"
"15448"	"ENSMUSG00000027523"	"Gnas"
"15472"	"ENSMUSG00000090625"	"Gm20721"
"15473"	"ENSMUSG00000016253"	"Nelfcd"
"15479"	"ENSMUSG00000016256"	"Ctsz"
"15480"	"ENSMUSG00000016255"	"Tubb1"
"15481"	"ENSMUSG00000016252"	"Atp5e"
"15484"	"ENSMUSG00000016257"	"Prelid3b"
"15489"	"ENSMUSG00000050600"	"Zfp831"
"15490"	"ENSMUSG00000027524"	"Edn3"
"15494"	"ENSMUSG00000087215"	"Gm14618"
"15495"	"ENSMUSG00000086177"	"Gm14616"
"15496"	"ENSMUSG00000078906"	"Gm14444"
"15498"	"ENSMUSG00000078905"	"Gm14393"
"15500"	"ENSMUSG00000090093"	"Gm14399"
"15505"	"ENSMUSG00000078902"	"Gm14443"
"15507"	"ENSMUSG00000078903"	"Gm14391"
"15513"	"ENSMUSG00000078901"	"Gm14440"
"15515"	"ENSMUSG00000078899"	"Gm4631"
"15517"	"ENSMUSG00000078898"	"Zfp968"
"15520"	"ENSMUSG00000078897"	"Gm4724"
"15524"	"ENSMUSG00000078896"	"Zfp965"
"15528"	"ENSMUSG00000094475"	"Gm11007"
"15531"	"ENSMUSG00000095545"	"Zfp969"
"15534"	"ENSMUSG00000094932"	"Gm2007"
"15537"	"ENSMUSG00000078889"	"Gm14288"
"15539"	"ENSMUSG00000078887"	"Gm6710"
"15543"	"ENSMUSG00000089756"	"Zfp966"
"15545"	"ENSMUSG00000078886"	"Gm2026"
"15548"	"ENSMUSG00000078891"	"Gm11008"
"15550"	"ENSMUSG00000095648"	"Gm2004"
"15553"	"ENSMUSG00000078894"	"2210418O10Rik"
"15557"	"ENSMUSG00000078895"	"Gm11009"
"15558"	"ENSMUSG00000089951"	"Gm14435"
"15561"	"ENSMUSG00000078881"	"Gm14434"
"15564"	"ENSMUSG00000095199"	"Zfp967"
"15566"	"ENSMUSG00000078880"	"Gm14308"
"15570"	"ENSMUSG00000078879"	"Zfp973"
"15573"	"ENSMUSG00000078878"	"Gm14305"
"15576"	"ENSMUSG00000078877"	"Gm14295"
"15579"	"ENSMUSG00000078876"	"Gm14408"
"15581"	"ENSMUSG00000074527"	"Gm14296"
"15586"	"ENSMUSG00000078875"	"Gm14419"
"15590"	"ENSMUSG00000078872"	"Gm14401"
"15594"	"ENSMUSG00000078870"	"Gm14410"
"15597"	"ENSMUSG00000078869"	"Gm14409"
"15598"	"ENSMUSG00000078868"	"Gm14412"
"15599"	"ENSMUSG00000078867"	"Gm14418"
"15602"	"ENSMUSG00000078866"	"Zfp970"
"15604"	"ENSMUSG00000094786"	"Gm14403"
